learning_rate,lr_scheduler_type,num_train_epochs,per_device_train_batch_size,seed,warmup_steps,weight_decay,ray/tune/eval_loss,ray/tune/eval_accuracy,ray/tune/eval_auc,ray/tune/eval_runtime,ray/tune/eval_samples_per_second
7.244246423355905e-05,polynomial,1.0,24.0,50.9327632582207,1105.3881186708456,0.2734289146046222,0.17582736909389496,0.9405405521392822,0.993982195854187,107.3042984008789,118.96099853515625
4.976862165158446e-06,cosine,1.0,24.0,0.4360150992902092,836.1207687397887,0.2916209768070927,0.22985558211803436,0.9393654465675354,0.9871575236320496,107.2061996459961,119.06999969482422
9.530681889852386e-05,polynomial,1.0,24.0,25.214609687256196,1486.6874465950507,0.25792907781487484,0.1371905505657196,0.9437524676322937,0.9936996102333069,108.13999938964844,118.04100036621094
1.0593761856405326e-05,cosine,1.0,24.0,72.99593493343905,380.83027636406854,0.28239945252409754,0.15439781546592712,0.9477477669715881,0.9891344904899597,107.94950103759766,118.25
9.665463834274262e-06,linear,1.0,24.0,72.05597701024853,174.4011980441669,0.007514076281894066,0.1598493456840515,0.9461026191711426,0.988300621509552,108.25910186767578,117.91200256347656
0.00015744924824367216,cosine,1.0,24.0,16.976875020013548,1598.5165826552786,0.00627522456130093,0.3609587550163269,0.8896200656890869,0.9943534135818481,107.48500061035156,118.76100158691406
1.4978412990552933e-06,linear,1.0,24.0,12.05796518580149,1779.9958229459535,0.04798838499481153,0.6226437091827393,0.8230317234992981,0.9213921427726746,107.4083023071289,118.84600067138672
0.0004716455969925863,linear,1.0,24.0,53.81936045810417,973.0654710367592,0.2721133066428056,0.1100744679570198,0.9555816650390625,0.994271993637085,108.20059967041016,117.9749984741211
5.568054083180868e-05,linear,1.0,24.0,69.48273736299655,294.8969265581758,0.1189524948690417,0.10436958074569702,0.9561300277709961,0.9935393929481506,106.79019927978516,119.53299713134766
8.081388014898069e-06,cosine,1.0,24.0,6.782555502307197,1258.3290415524773,0.17260805351532746,0.1684187352657318,0.9377203583717346,0.989143967628479,106.82019805908203,119.5
3.9808404818620603e-05,polynomial,1.0,24.0,79.7379932402529,950.3911876069478,0.17856830403579937,0.1060381829738617,0.9552683234214783,0.9934800267219543,108.32579803466797,117.83899688720703
3.749770831455629e-05,cosine,1.0,24.0,61.6960816005286,282.2513395419377,0.22582646815132584,0.10789922624826431,0.9547199606895447,0.9933591485023499,107.3385009765625,118.9229965209961
0.0009583692316497702,cosine,1.0,24.0,82.50297111856209,830.7056617782155,0.10074413919677337,0.7720717191696167,0.5721112489700317,0.26441770792007446,107.6187973022461,118.61299896240234
0.00015042097687230311,cosine,1.0,24.0,35.082810214995135,693.0121291785657,0.2459336079931841,0.09462544322013855,0.9592636227607727,0.9946683645248413,107.1322021484375,119.1520004272461
4.609489779484567e-05,cosine,1.0,24.0,22.058087826308032,1035.0165257288381,0.2370409082881788,0.11305558681488037,0.9564434289932251,0.9940577149391174,107.5907974243164,118.64399719238281
1.7822855092934066e-06,linear,1.0,24.0,17.908769368971583,224.8946205915438,0.22364162394681578,0.5435631275177002,0.7912260293960571,0.9655157327651978,107.87580108642578,118.33000183105469
0.0001189339621204351,linear,1.0,24.0,64.43735439689091,1944.8467832247006,0.04113843106024848,0.10693635791540146,0.9530748128890991,0.9939500689506531,107.08519744873047,119.2040023803711
0.00012933189649588013,cosine,1.0,24.0,45.47930715684257,739.7521273746861,0.14193559549665052,0.09469638019800186,0.9602037072181702,0.9945314526557922,107.19170379638672,119.08599853515625
0.0006581197736775878,cosine,1.0,24.0,43.576787568258844,441.7766470897052,0.20986744209704525,0.728802502155304,0.5721112489700317,0.10547848045825958,106.80819702148438,119.51300048828125
1.566432796668026e-05,polynomial,1.0,24.0,77.90157593920763,964.7947491953117,0.26402758204537335,0.1274092048406601,0.9506462812423706,0.9919604063034058,107.55220031738281,118.68699645996094
0.000343548232098939,cosine,1.0,24.0,56.828830262256325,101.14273405197912,0.18696641049235535,0.7517954707145691,0.5721112489700317,0.7660670876502991,108.16850280761719,118.01000213623047
0.00031520085405961103,cosine,1.0,24.0,57.74135590693754,635.014426782239,0.27875985356967875,0.09130614250898361,0.961065411567688,0.9948571920394897,107.98860168457031,118.20700073242188
2.620356813807846e-05,linear,1.0,24.0,58.155084690888735,1328.1366613572072,0.13563201376799913,0.15948167443275452,0.9390521049499512,0.9919797778129578,108.35079956054688,117.81199645996094
8.143282926203235e-05,cosine,1.0,24.0,92.86737425876069,473.0393315577901,0.2069582703514523,0.09941273927688599,0.9584802389144897,0.9941124320030212,107.09290313720703,119.19599914550781
3.40260337993177e-06,cosine,1.0,24.0,34.77110262027393,1204.9857056214723,0.21491091165920673,0.3915173411369324,0.8866431713104248,0.979595422744751,108.3468017578125,117.81600189208984
0.00023110918959398004,cosine,1.0,24.0,93.53014243036056,398.8530884967754,0.19127986416182668,0.0989285334944725,0.9585585594177246,0.994340717792511,107.12239837646484,119.16300201416016
0.00024560601441413535,cosine,1.0,24.0,99.98966323881547,605.8152919671771,0.1964770956420414,0.0919000431895256,0.9616137742996216,0.994828462600708,107.60089874267578,118.63300323486328
1.8295774008013058e-05,linear,1.0,24.0,28.81185323251382,1542.195178130008,0.1983345669456099,0.1410956233739853,0.9475910663604736,0.9912251830101013,107.07430267333984,119.21600341796875
1.203178048138564e-06,polynomial,1.0,24.0,40.88192724124807,1511.5329670089654,0.29346681490172166,0.6181619763374329,0.8025068640708923,0.9091887474060059,107.20469665527344,119.07099914550781
6.056645795001817e-05,cosine,1.0,24.0,75.09991236112215,1158.6813532307358,0.2529717385681874,0.09913954883813858,0.9597336649894714,0.9943434596061707,107.36100006103516,118.89800262451172
1.2513208966767034e-05,cosine,1.0,24.0,68.48113110178194,1867.707544371904,0.08041418984512255,0.15525302290916443,0.9462593197822571,0.9886432886123657,107.54959869384766,118.68900299072266
8.982248413651513e-05,linear,1.0,24.0,23.05152359691188,1612.0142867462723,0.054487083681318514,0.2396203577518463,0.9099099040031433,0.9942487478256226,107.52310180664062,118.71900177001953
0.00040344359302952064,linear,1.0,24.0,74.95799067199987,1661.0196715009401,0.2272499901226752,0.26689648628234863,0.9125734567642212,0.9940797090530396,108.32980346679688,117.83499908447266
0.00026285794934411186,cosine,1.0,24.0,89.112423147157,842.8556876082141,0.11910931397161363,0.12251818925142288,0.9579318165779114,0.9940946698188782,107.32440185546875,118.93900299072266
0.0005739042746153049,polynomial,1.0,24.0,38.39351223490709,626.8252840269033,0.2839874522944882,0.7943692207336426,0.5721112489700317,0.7893328666687012,107.43329620361328,118.81800079345703
0.000801802255416719,cosine,1.0,24.0,98.36693034124895,576.4456374131881,0.2377423047541018,0.8190348744392395,0.5721112489700317,0.6922464370727539,107.25509643554688,119.01499938964844
6.064706048138018e-05,cosine,1.0,24.0,11.819840274170145,1341.7477415114192,0.15202809591563113,0.13766294717788696,0.9543282389640808,0.9933744668960571,106.89689636230469,119.41400146484375
0.0005188427797711773,polynomial,1.0,24.0,0.25825312987773685,120.46280308325777,0.25407538511355315,0.794294536113739,0.5721112489700317,0.8709948658943176,106.8646011352539,119.44999694824219
2.2227330228008674e-05,cosine,1.0,24.0,95.48321076403303,510.9006666257105,0.1708477906499752,0.12110664695501328,0.9520564079284668,0.9921393394470215,107.98190307617188,118.21399688720703
0.00032450615102374886,cosine,1.0,24.0,63.35456059636375,568.4055687537181,0.295485450304154,0.14760035276412964,0.9537015557289124,0.9929614067077637,107.34300231933594,118.91799926757812
0.000991374822733822,cosine,1.0,24.0,67.28483144149024,1229.0371021706078,0.16037189237494637,0.6891667246818542,0.5721112489700317,0.15732227265834808,108.1083984375,118.07599639892578
7.970510084611094e-06,linear,1.0,24.0,42.74470839158586,730.6040689505661,0.07422802368286477,0.15545833110809326,0.9453975558280945,0.9892234206199646,107.68609619140625,118.53900146484375
0.0007253975331332078,cosine,1.0,24.0,86.08676164145633,552.3840593160455,0.12140110277038668,0.7591490149497986,0.5721112489700317,0.388155460357666,107.16500091552734,119.11499786376953
2.2007479274449763e-06,polynomial,1.0,24.0,58.31284807898243,1396.1449792019089,0.16273408288237942,0.5299967527389526,0.7627105116844177,0.958198606967926,106.79779815673828,119.5250015258789
2.840025170796403e-05,cosine,1.0,24.0,49.13740022531184,1397.688835466944,0.08457617760782343,0.1551491618156433,0.9428123831748962,0.9926961064338684,107.85140228271484,118.35700225830078
0.00011141200662862236,linear,1.0,24.0,57.65541921669628,1106.3634917426805,0.019826840827360092,0.10120103508234024,0.9541715383529663,0.9936544299125671,107.62960052490234,118.60099792480469
0.00016616570816327226,cosine,1.0,24.0,30.677281566162222,329.730088509497,0.2710115880905415,0.9377747774124146,0.5721112489700317,0.990997850894928,108.25879669189453,117.91200256347656
0.00019815973910196935,polynomial,1.0,24.0,99.89379507700731,250.3565379968765,0.1418578612517459,0.10079029947519302,0.9567567706108093,0.9939156770706177,107.02539825439453,119.27100372314453
0.00040885553218039135,polynomial,1.0,24.0,4.448807861021599,903.2881006989082,0.29884516478463796,0.262007474899292,0.9342734217643738,0.9407935738563538,107.75800323486328,118.45999908447266
0.0002443719305180163,cosine,1.0,24.0,88.1905912222412,692.3048581359491,0.11827016824613704,0.09625450521707535,0.9597336649894714,0.9945307374000549,107.19029998779297,119.08699798583984
